,file_name,category_id,x,y,w,h
0,image_000000001.jpg,0,0.484375,0.40494791666666663,0.142578125,0.62109375
1,image_000000001.jpg,0,0.49951171875,0.4993489583333333,0.1708984375,0.7174479166666666
2,image_000000001.jpg,1,0.07275390625,0.15625,0.0732421875,0.10546875
3,image_000000001.jpg,1,0.39599609375,0.4993489583333333,0.642578125,0.8372395833333334
4,image_000000002.jpg,0,0.251953125,0.3055555555555555,0.02734375,0.1232638888888889
5,image_000000002.jpg,1,0.08349609375,0.3107638888888889,0.1416015625,0.13020833333333334
6,image_000000002.jpg,1,0.34814453125,0.3350694444444444,0.1181640625,0.171875
7,image_000000003.jpg,0,0.04296875,0.4458272327964861,0.078125,0.8916544655929722
8,image_000000003.jpg,0,0.1015625,0.2108345534407028,0.1474609375,0.37481698389458273
9,image_000000003.jpg,0,0.22265625,0.4743777452415813,0.2822265625,0.9487554904831625
10,image_000000003.jpg,0,0.2001953125,0.19765739385065886,0.078125,0.2972181551976574
11,image_000000003.jpg,0,0.30908203125,0.3594436310395315,0.2607421875,0.4978038067349927
12,image_000000003.jpg,0,0.24072265625,0.17276720351390923,0.0830078125,0.25036603221083453
13,image_000000003.jpg,0,0.2939453125,0.1259150805270864,0.0673828125,0.15666178623718888
14,image_000000003.jpg,0,0.40869140625,0.4267935578330893,0.244140625,0.486090775988287
15,image_000000003.jpg,0,0.337890625,0.14494875549048317,0.072265625,0.22986822840409957
16,image_000000003.jpg,0,0.3662109375,0.11054172767203514,0.0576171875,0.1493411420204978
17,image_000000003.jpg,0,0.38623046875,0.09956076134699854,0.0419921875,0.10102489019033675
18,image_000000003.jpg,1,0.49951171875,0.36456808199121526,0.404296875,0.7291361639824304
19,image_000000004.jpg,0,0.2724609375,0.22592592592592592,0.1015625,0.17333333333333334
20,image_000000004.jpg,1,0.443359375,0.4074074074074074,0.77734375,0.6088888888888889
21,image_000000005.jpg,0,0.13330078125,0.4535637149028078,0.05078125,0.13174946004319654
22,image_000000005.jpg,0,0.1787109375,0.47462203023758104,0.0595703125,0.12203023758099352
23,image_000000005.jpg,0,0.27587890625,0.4919006479481642,0.0498046875,0.1900647948164147
24,image_000000005.jpg,0,0.34765625,0.47516198704103674,0.0595703125,0.16414686825053995
25,image_000000005.jpg,0,0.36572265625,0.4719222462203024,0.0322265625,0.1468682505399568
26,image_000000005.jpg,0,0.39892578125,0.4762419006479482,0.052734375,0.15766738660907129
27,image_000000005.jpg,0,0.39892578125,0.4713822894168467,0.0380859375,0.13174946004319654
28,image_000000005.jpg,0,0.43359375,0.4573434125269979,0.048828125,0.11771058315334773
29,image_000000005.jpg,0,0.43994140625,0.4508639308855292,0.03125,0.07775377969762419
30,image_000000005.jpg,1,0.13330078125,0.4994600431965443,0.2666015625,0.25377969762419006
31,image_000000006.jpg,0,0.1533203125,0.09077598828696926,0.0712890625,0.13616398243045388
32,image_000000006.jpg,0,0.40185546875,0.1390922401171303,0.017578125,0.0849194729136164
33,image_000000006.jpg,1,0.37744140625,0.33601756954612005,0.7548828125,0.6720351390922401
34,image_000000006.jpg,1,0.49951171875,0.24597364568081992,0.20703125,0.34260614934114203
35,image_000000007.jpg,0,0.1201171875,0.4019097222222222,0.240234375,0.484375
36,image_000000007.jpg,0,0.08984375,0.24913194444444442,0.1240234375,0.2777777777777778
37,image_000000007.jpg,0,0.15771484375,0.3810763888888889,0.1474609375,0.4826388888888889
38,image_000000007.jpg,0,0.20361328125,0.34809027777777773,0.1416015625,0.6041666666666666
39,image_000000007.jpg,0,0.2763671875,0.4366319444444444,0.1640625,0.5625
40,image_000000007.jpg,1,0.49951171875,0.4991319444444444,0.1259765625,0.3940972222222222
41,image_000000008.jpg,0,0.0341796875,0.4661458333333333,0.03125,0.040364583333333336
42,image_000000008.jpg,0,0.0673828125,0.48111979166666663,0.037109375,0.07682291666666667
43,image_000000008.jpg,0,0.05908203125,0.45963541666666663,0.0107421875,0.03125
44,image_000000008.jpg,0,0.11083984375,0.4583333333333333,0.013671875,0.037760416666666664
45,image_000000008.jpg,0,0.13720703125,0.4778645833333333,0.033203125,0.07552083333333333
46,image_000000008.jpg,0,0.19091796875,0.47330729166666663,0.015625,0.06770833333333333
47,image_000000008.jpg,0,0.21484375,0.47721354166666663,0.0341796875,0.06640625
48,image_000000008.jpg,1,0.49560546875,0.4837239583333333,0.0634765625,0.09765625
